,P1Rank,P2Rank,P1Pts,P2Pts,Surface,AP1Surface,AP1Rank,AP1OppRank,BP1Surface,BP1Rank,BP1OppRank,CP1Surface,CP1Rank,CP1OppRank,AP2Surface,AP2Rank,AP2OppRank,BP2Surface,BP2Rank,BP2OppRank,CP2Surface,CP2Rank,CP2OppRank,AP1Win,BP1Win,CP1Win,AP2Win,BP2Win,CP2Win
21054,68,13,795,2225,2,2,13,68,2,13,68,2,13,68,2,13,68,2,13,68,2,13,68,1,0,0,1,0,1
21083,102,13,577,2225,2,2,13,102,2,13,102,2,13,102,2,13,102,2,13,102,2,13,102,0,0,1,0,1,1
21112,123,13,453,2120,2,2,123,13,2,123,13,2,123,13,2,123,13,2,123,13,2,123,13,1,1,1,1,1,1
21141,62,13,825,2120,2,2,13,62,2,13,62,2,13,62,2,13,62,2,13,62,2,13,62,1,1,1,1,1,0
21170,13,47,2120,994,2,2,13,47,2,13,47,2,13,47,2,13,47,2,13,47,2,13,47,1,0,0,1,1,0
21199,13,114,2120,492,2,2,13,114,2,13,114,2,13,114,2,13,114,2,13,114,2,13,114,0,0,1,1,0,0
21228,13,65,2225,823,2,2,65,13,2,65,13,2,65,13,2,65,13,2,65,13,2,65,13,0,1,0,1,1,1
21257,55,14,963,2190,2,2,55,14,2,55,14,2,55,14,2,55,14,2,55,14,2,55,14,1,0,0,1,0,1
21286,14,120,2190,464,2,2,14,120,2,14,120,2,14,120,2,14,120,2,14,120,2,14,120,0,1,1,0,0,1
21315,26,14,1575,2190,2,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,2,26,14,0,1,0,1,1,1
21344,14,33,2190,1235,2,2,14,33,2,14,33,2,14,33,2,14,33,2,14,33,2,14,33,1,1,1,0,1,1
21373,15,4,2030,5395,2,2,15,4,2,15,4,2,15,4,2,15,4,2,15,4,2,15,4,1,1,1,1,1,1
21402,15,74,2030,763,2,2,15,74,2,15,74,2,15,74,2,15,74,2,15,74,2,15,74,1,1,0,1,1,1
21431,15,247,2030,227,2,2,15,247,2,15,247,2,15,247,2,15,247,2,15,247,2,15,247,1,0,1,1,1,0
21460,150,15,377,2030,2,2,15,150,2,15,150,2,15,150,2,15,150,2,15,150,2,15,150,1,0,0,0,1,1
21489,107,14,529,2190,1,1,107,14,1,107,14,1,107,14,1,107,14,1,107,14,1,107,14,1,0,1,1,1,1
21518,29,15,1465,2030,1,1,15,29,1,15,29,1,15,29,1,15,29,1,15,29,1,15,29,1,1,1,1,1,1
21547,33,15,1280,2030,1,1,15,33,1,15,33,1,15,33,1,15,33,1,15,33,1,15,33,1,1,1,1,1,0
21576,15,87,2030,677,1,1,15,87,1,15,87,1,15,87,1,15,87,1,15,87,1,15,87,1,0,1,1,1,0
21605,15,337,2030,136,1,1,15,337,1,15,337,1,15,337,1,15,337,1,15,337,1,15,337,0,1,1,1,0,1
21634,16,93,2030,640,3,3,93,16,3,93,16,3,93,16,3,93,16,3,93,16,3,93,16,1,1,0,1,1,0
21663,16,154,2030,370,3,3,16,154,3,16,154,3,16,154,3,16,154,3,16,154,3,16,154,1,0,1,1,0,0
21692,16,87,2030,668,3,3,16,87,3,16,87,3,16,87,3,16,87,3,16,87,3,16,87,0,1,1,0,1,1
21721,4,18,4950,1940,1,1,4,18,1,4,18,1,4,18,1,4,18,1,4,18,1,4,18,1,1,1,1,1,1
21750,17,18,1950,1940,1,1,18,17,1,18,17,1,18,17,1,18,17,1,18,17,1,18,17,1,1,0,1,1,0
21779,122,18,453,1940,1,1,18,122,1,18,122,1,18,122,1,18,122,1,18,122,1,18,122,1,0,0,1,0,1
21808,128,18,431,1940,1,1,18,128,1,18,128,1,18,128,1,18,128,1,18,128,1,18,128,0,0,0,0,1,1
21837,19,49,1895,1045,1,1,49,19,1,49,19,1,49,19,1,49,19,1,49,19,1,49,19,1,1,0,1,1,1
21866,19,55,1895,923,1,1,19,55,1,19,55,1,19,55,1,19,55,1,19,55,1,19,55,1,0,1,1,1,0
21895,138,106,400,536,1,1,106,138,1,106,138,1,106,138,1,106,138,1,106,138,1,106,138,0,1,1,0,1,0
21924,24,108,1675,531,1,1,24,108,1,24,108,1,24,108,1,24,108,1,24,108,1,24,108,0,1,1,1,0,0
21953,56,27,913,1630,2,2,27,56,2,27,56,2,27,56,2,27,56,2,27,56,2,27,56,0,1,0,0,1,0
21982,59,57,858,920,2,2,57,59,2,57,59,2,57,59,2,57,59,2,57,59,2,57,59,1,0,0,1,0,0
22011,44,59,1045,858,2,2,59,44,2,59,44,2,59,44,2,59,44,2,59,44,2,59,44,0,0,1,0,0,1
22040,74,60,740,858,2,2,74,60,2,74,60,2,74,60,2,74,60,2,74,60,2,74,60,0,1,1,0,1,1
22069,13,62,2120,825,2,2,13,62,2,13,62,2,13,62,2,13,62,2,13,62,2,13,62,1,1,0,1,1,1
22098,62,58,825,875,2,2,62,58,2,62,58,2,62,58,2,62,58,2,62,58,2,62,58,1,1,0,1,1,0
22127,87,62,676,825,2,2,62,87,2,62,87,2,62,87,2,62,87,2,62,87,2,62,87,1,0,1,1,0,1
22156,15,40,2315,1117,2,2,40,15,2,40,15,2,40,15,2,40,15,2,40,15,2,40,15,1,0,1,1,0,1
22185,109,40,534,1117,2,2,40,109,2,40,109,2,40,109,2,40,109,2,40,109,2,40,109,0,1,1,0,1,0
22214,68,42,786,1092,2,2,68,42,2,68,42,2,68,42,2,68,42,2,68,42,2,68,42,1,0,0,1,0,1
22243,39,42,1145,1092,2,2,42,39,2,42,39,2,42,39,2,42,39,2,42,39,2,42,39,0,0,1,0,1,1
22272,45,13,1022,2225,2,2,13,45,2,13,45,2,13,45,2,13,45,2,13,45,2,13,45,1,1,0,1,1,0
22301,22,45,1735,1022,2,2,45,22,2,45,22,2,45,22,2,45,22,2,45,22,2,45,22,1,0,1,1,0,1
22330,45,46,1022,1021,2,2,45,46,2,45,46,2,45,46,2,45,46,2,45,46,2,45,46,0,1,0,0,0,1
22359,43,107,1047,493,2,2,107,43,2,107,43,2,107,43,2,107,43,2,107,43,2,107,43,1,0,0,1,0,0
22388,43,32,1047,1285,2,2,43,32,2,43,32,2,43,32,2,43,32,2,43,32,2,43,32,0,0,0,0,0,1
22417,6,41,4445,1072,2,2,6,41,2,6,41,2,6,41,2,6,41,2,6,41,2,6,41,1,1,1,0,0,1
22446,40,118,1077,475,2,2,118,40,2,118,40,2,118,40,2,118,40,2,118,40,2,118,40,0,1,1,0,0,0
22475,48,151,1007,380,2,2,151,48,2,151,48,2,151,48,2,151,48,2,151,48,2,151,48,1,1,0,1,1,0
22504,48,71,1007,805,2,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,1,0,1,0,0,0
22533,114,48,488,1007,2,2,48,114,2,48,114,2,48,114,2,48,114,2,48,114,2,48,114,0,1,0,0,1,0
22562,195,51,290,982,2,2,195,51,2,195,51,2,195,51,2,195,51,2,195,51,2,195,51,1,0,0,1,0,0
22591,51,63,982,866,2,2,51,63,2,51,63,2,51,63,2,51,63,2,51,63,2,51,63,0,0,1,0,0,0
22620,49,72,982,770,1,1,72,49,1,72,49,1,72,49,1,72,49,1,72,49,1,72,49,0,1,0,0,0,0
22649,188,51,302,974,3,3,188,51,3,188,51,3,188,51,3,188,51,3,188,51,3,188,51,1,0,1,1,0,0
22678,54,51,920,974,3,3,51,54,3,51,54,3,51,54,3,51,54,3,51,54,3,51,54,0,1,1,0,0,0
22707,63,49,876,997,3,3,63,49,3,63,49,3,63,49,3,63,49,3,63,49,3,63,49,0,1,0,0,0,1
22736,45,24,1087,1575,3,3,24,45,3,24,45,3,24,45,3,24,45,3,24,45,3,24,45,0,1,0,0,0,0
22765,35,46,1255,1087,3,3,35,46,3,35,46,3,35,46,3,35,46,3,35,46,3,35,46,1,0,1,1,0,1
22794,112,46,503,1087,3,3,46,112,3,46,112,3,46,112,3,46,112,3,46,112,3,46,112,0,0,1,0,1,1
22823,45,17,1122,1950,1,1,17,45,1,17,45,1,17,45,1,17,45,1,17,45,1,17,45,1,1,1,1,0,1
22852,88,45,673,1122,1,1,45,88,1,45,88,1,45,88,1,45,88,1,45,88,1,45,88,0,1,1,1,1,1
22881,60,49,884,1045,1,1,60,49,1,60,49,1,60,49,1,60,49,1,60,49,1,60,49,1,1,1,1,1,1
22910,60,47,884,1065,1,1,60,47,1,60,47,1,60,47,1,60,47,1,60,47,1,60,47,1,1,1,1,1,1
22939,25,60,1605,884,1,1,60,25,1,60,25,1,60,25,1,60,25,1,60,25,1,60,25,1,0,0,1,1,0
22968,60,61,884,883,1,1,60,61,1,60,61,1,60,61,1,60,61,1,60,61,1,60,61,1,0,1,1,0,0
22997,36,60,1260,884,1,1,60,36,1,60,36,1,60,36,1,60,36,1,60,36,1,60,36,0,1,1,0,1,1
23026,61,73,856,739,1,1,73,61,1,73,61,1,73,61,1,73,61,1,73,61,1,73,61,1,1,0,1,1,0
23055,61,59,856,891,1,1,61,59,1,61,59,1,61,59,1,61,59,1,61,59,1,61,59,1,0,0,1,1,1
23084,61,60,856,860,1,1,61,60,1,61,60,1,61,60,1,61,60,1,61,60,1,61,60,0,0,0,0,1,0
23113,69,23,815,1630,2,2,23,69,2,23,69,2,23,69,2,23,69,2,23,69,2,23,69,1,0,0,0,1,0
23142,69,92,815,635,2,2,69,92,2,69,92,2,69,92,2,69,92,2,69,92,2,69,92,0,0,0,0,1,0
23171,71,48,805,1007,2,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,2,48,71,0,0,0,1,0,1
23200,66,71,850,805,1,1,66,71,1,66,71,1,66,71,1,66,71,1,66,71,1,66,71,0,0,1,0,0,1
23229,67,75,805,746,1,1,75,67,1,75,67,1,75,67,1,75,67,1,75,67,1,75,67,0,1,0,0,0,0
23258,65,67,863,847,3,3,67,65,3,67,65,3,67,65,3,67,65,3,67,65,3,67,65,1,0,1,1,0,0
23287,65,118,863,460,3,3,65,118,3,65,118,3,65,118,3,65,118,3,65,118,3,65,118,0,1,1,0,0,0
23316,69,41,834,1130,3,3,41,69,3,41,69,3,41,69,3,41,69,3,41,69,3,41,69,1,1,0,1,0,1
23345,44,69,1075,834,3,3,69,44,3,69,44,3,69,44,3,69,44,3,69,44,3,69,44,1,0,1,1,0,0
23374,69,87,834,656,3,3,69,87,3,69,87,3,69,87,3,69,87,3,69,87,3,69,87,0,0,1,1,1,1
23403,72,68,780,834,3,3,72,68,3,72,68,3,72,68,3,72,68,3,72,68,3,72,68,0,1,0,0,1,0
23432,67,38,850,1220,1,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,0,1,1,0,0
23461,67,30,850,1400,1,1,67,30,1,67,30,1,67,30,1,67,30,1,67,30,1,67,30,0,1,1,0,1,0
23490,8,71,3195,820,1,1,8,71,1,8,71,1,8,71,1,8,71,1,8,71,1,8,71,1,0,0,1,1,0
23519,127,71,445,820,1,1,71,127,1,71,127,1,71,127,1,71,127,1,71,127,1,71,127,1,0,0,1,0,0
23548,27,71,1535,820,1,1,71,27,1,71,27,1,71,27,1,71,27,1,71,27,1,71,27,0,0,0,0,0,1
23577,59,69,920,819,1,1,59,69,1,59,69,1,59,69,1,59,69,1,59,69,1,59,69,0,1,0,0,1,1
23606,69,1,789,8770,1,1,1,69,1,1,69,1,1,69,1,1,69,1,1,69,1,1,69,1,1,0,1,1,1
23635,42,69,1154,789,1,1,69,42,1,69,42,1,69,42,1,69,42,1,69,42,1,69,42,0,0,0,0,0,1
23664,68,62,798,851,1,1,62,68,1,62,68,1,62,68,1,62,68,1,62,68,1,62,68,0,1,0,1,0,0
23693,67,38,787,1295,1,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,38,67,1,0,1,1,0,0
23722,58,28,910,1535,2,2,28,58,2,28,58,2,28,58,2,28,58,2,28,58,2,28,58,1,1,0,1,0,1
23751,28,93,1535,600,2,2,28,93,2,28,93,2,28,93,2,28,93,2,28,93,2,28,93,0,1,0,1,0,0
23780,4,25,6130,1670,2,2,4,25,2,4,25,2,4,25,2,4,25,2,4,25,2,4,25,0,1,1,1,0,1
23809,25,53,1670,936,2,2,25,53,2,25,53,2,25,53,2,25,53,2,25,53,2,25,53,0,1,1,0,0,0
23838,25,12,1580,2520,2,2,12,25,2,12,25,2,12,25,2,12,25,2,12,25,2,12,25,1,1,1,1,1,1
23867,9,25,3595,1580,2,2,25,9,2,25,9,2,25,9,2,25,9,2,25,9,2,25,9,1,1,0,1,1,0
23896,27,25,1425,1580,2,2,25,27,2,25,27,2,25,27,2,25,27,2,25,27,2,25,27,1,0,1,1,0,1
23925,65,25,815,1580,2,2,25,65,2,25,65,2,25,65,2,25,65,2,25,65,2,25,65,0,0,1,0,1,0
23954,25,39,1580,1115,2,2,39,25,2,39,25,2,39,25,2,39,25,2,39,25,2,39,25,1,0,1,1,1,0
23983,49,10,1010,3435,2,2,10,49,2,10,49,2,10,49,2,10,49,2,10,49,2,10,49,1,0,1,1,0,1
24012,51,68,974,786,2,2,51,68,2,51,68,2,51,68,2,51,68,2,51,68,2,51,68,1,1,0,1,1,0
24041,42,68,1092,786,2,2,68,42,2,68,42,2,68,42,2,68,42,2,68,42,2,68,42,1,0,1,1,0,0
24070,17,68,1850,786,2,2,68,17,2,68,17,2,68,17,2,68,17,2,68,17,2,68,17,0,0,1,0,0,1
24099,16,70,1855,786,2,2,16,70,2,16,70,2,16,70,2,16,70,2,16,70,2,16,70,0,0,1,0,1,0
24128,12,45,2475,1028,2,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,0,1,1,1,0,0
24157,45,71,1028,785,2,2,45,71,2,45,71,2,45,71,2,45,71,2,45,71,2,45,71,0,0,1,0,1,1
24186,47,42,1038,1063,2,2,42,47,2,42,47,2,42,47,2,42,47,2,42,47,2,42,47,0,1,0,0,1,1
24215,45,12,1038,2380,2,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,2,12,45,1,0,1,1,0,1
24244,45,149,1038,388,2,2,45,149,2,45,149,2,45,149,2,45,149,2,45,149,2,45,149,0,1,0,1,0,0
24273,47,2,1013,6480,2,2,2,47,2,2,47,2,2,47,2,2,47,2,2,47,2,2,47,1,0,0,0,1,1
24302,47,61,1013,876,2,2,47,61,2,47,61,2,47,61,2,47,61,2,47,61,2,47,61,0,0,0,0,0,0
24331,48,31,1021,1305,2,2,31,48,2,31,48,2,31,48,2,31,48,2,31,48,2,31,48,0,0,0,0,0,1
24360,69,44,789,1023,1,1,69,44,1,69,44,1,69,44,1,69,44,1,69,44,1,69,44,0,0,1,0,0,0
24389,4,39,5080,1153,3,3,4,39,3,4,39,3,4,39,3,4,39,3,4,39,3,4,39,0,1,1,0,0,1
24418,43,85,1175,682,1,1,85,43,1,85,43,1,85,43,1,85,43,1,85,43,1,85,43,0,1,1,0,1,1
24447,60,49,884,1045,1,1,60,49,1,60,49,1,60,49,1,60,49,1,60,49,1,60,49,1,1,1,1,1,1
24476,19,49,1895,1045,1,1,49,19,1,49,19,1,49,19,1,49,19,1,49,19,1,49,19,1,1,0,1,1,1
24505,49,51,1045,1020,1,1,49,51,1,49,51,1,49,51,1,49,51,1,49,51,1,49,51,1,1,0,1,1,0
24534,49,42,1045,1190,1,1,49,42,1,49,42,1,49,42,1,49,42,1,49,42,1,49,42,1,0,1,0,0,1
24563,93,49,665,1045,1,1,49,93,1,49,93,1,49,93,1,49,93,1,49,93,1,49,93,0,0,1,0,1,1
24592,53,21,973,1805,1,1,21,53,1,21,53,1,21,53,1,21,53,1,21,53,1,21,53,1,1,0,1,1,0
24621,140,53,402,973,1,1,53,140,1,53,140,1,53,140,1,53,140,1,53,140,1,53,140,1,0,1,1,0,0
24650,53,12,973,2220,1,1,53,12,1,53,12,1,53,12,1,53,12,1,53,12,1,53,12,0,0,0,0,0,1
24679,52,42,979,1145,1,1,42,52,1,42,52,1,42,52,1,42,52,1,42,52,1,42,52,0,0,0,0,0,1
24708,60,50,858,979,1,1,60,50,1,60,50,1,60,50,1,60,50,1,60,50,1,60,50,0,0,1,0,0,0
24737,16,50,2175,979,1,1,16,50,1,16,50,1,16,50,1,16,50,1,16,50,1,16,50,0,0,1,0,0,0
24766,50,96,985,613,2,2,96,50,2,96,50,2,96,50,2,96,50,2,96,50,2,96,50,0,0,1,0,1,0
24795,50,97,1016,595,2,2,97,50,2,97,50,2,97,50,2,97,50,2,97,50,2,97,50,0,1,0,0,0,1
24824,5,51,4450,971,2,2,5,51,2,5,51,2,5,51,2,5,51,2,5,51,2,5,51,1,0,1,1,0,1
24853,124,26,466,1580,1,1,124,26,1,124,26,1,124,26,1,124,26,1,124,26,1,124,26,1,1,0,1,0,1
24882,124,95,466,600,1,1,124,95,1,124,95,1,124,95,1,124,95,1,124,95,1,124,95,1,0,1,1,0,1
24911,10,145,3290,404,2,2,145,10,2,145,10,2,145,10,2,145,10,2,145,10,2,145,10,1,1,0,1,1,1
24940,145,18,404,1850,2,2,145,18,2,145,18,2,145,18,2,145,18,2,145,18,2,145,18,1,1,0,1,0,0
24969,145,30,404,1440,2,2,145,30,2,145,30,2,145,30,2,145,30,2,145,30,2,145,30,1,0,1,1,0,0
24998,289,145,171,404,2,2,145,289,2,145,289,2,145,289,2,145,289,2,145,289,2,145,289,0,1,0,0,1,1
25027,28,138,1530,402,3,3,28,138,3,28,138,3,28,138,3,28,138,3,28,138,3,28,138,1,1,1,1,1,1
25056,3,138,5755,402,3,3,138,3,3,138,3,3,138,3,3,138,3,3,138,3,3,138,3,1,1,0,1,1,0
25085,138,23,402,1665,3,3,138,23,3,138,23,3,138,23,3,138,23,3,138,23,3,138,23,1,0,1,1,1,1
25114,138,218,402,265,3,3,138,218,3,138,218,3,138,218,3,138,218,3,138,218,3,138,218,0,1,0,0,1,0
25143,96,160,639,342,1,1,96,160,1,96,160,1,96,160,1,96,160,1,96,160,1,96,160,1,0,1,1,0,0
25172,59,44,858,1045,2,2,59,44,2,59,44,2,59,44,2,59,44,2,59,44,2,59,44,0,0,1,0,0,1
25201,420,77,91,710,1,1,77,420,1,77,420,1,77,420,1,77,420,1,77,420,1,77,420,0,0,0,0,1,0
25230,56,417,905,91,2,2,56,417,2,56,417,2,56,417,2,56,417,2,56,417,2,56,417,0,0,1,0,0,0
25259,43,417,1098,91,1,1,43,417,1,43,417,1,43,417,1,43,417,1,43,417,1,43,417,0,1,1,0,0,0
25288,3,118,5195,465,1,1,3,118,1,3,118,1,3,118,1,3,118,1,3,118,1,3,118,0,1,1,1,0,0
25317,32,56,1314,955,2,2,56,32,2,56,32,2,56,32,2,56,32,2,56,32,2,56,32,1,0,0,1,1,0
25346,219,51,254,948,2,2,51,219,2,51,219,2,51,219,2,51,219,2,51,219,2,51,219,0,1,0,0,1,1
25375,171,67,333,799,2,2,171,67,2,171,67,2,171,67,2,171,67,2,171,67,2,171,67,1,1,1,1,1,1
25404,67,40,799,1133,2,2,67,40,2,67,40,2,67,40,2,67,40,2,67,40,2,67,40,1,1,1,1,1,1
25433,52,67,950,799,2,2,67,52,2,67,52,2,67,52,2,67,52,2,67,52,2,67,52,1,1,0,1,1,0
25462,15,67,1962,799,2,2,67,15,2,67,15,2,67,15,2,67,15,2,67,15,2,67,15,0,0,1,1,0,0
25491,53,67,945,799,2,2,67,53,2,67,53,2,67,53,2,67,53,2,67,53,2,67,53,0,1,1,0,0,1
25520,107,68,493,799,2,2,107,68,2,107,68,2,107,68,2,107,68,2,107,68,2,107,68,0,0,0,0,1,0
25549,30,75,1345,764,2,2,30,75,2,30,75,2,30,75,2,30,75,2,30,75,2,30,75,1,0,1,1,0,0
25578,96,75,582,764,2,2,75,96,2,75,96,2,75,96,2,75,96,2,75,96,2,75,96,0,0,0,0,0,1
25607,385,74,104,764,2,2,385,74,2,385,74,2,385,74,2,385,74,2,385,74,2,385,74,0,0,0,0,1,0
25636,9,80,3490,729,2,2,9,80,2,9,80,2,9,80,2,9,80,2,9,80,2,9,80,0,1,1,1,0,1
25665,40,80,1065,729,2,2,80,40,2,80,40,2,80,40,2,80,40,2,80,40,2,80,40,0,0,0,0,1,0
25694,78,11,725,3120,2,2,11,78,2,11,78,2,11,78,2,11,78,2,11,78,2,11,78,1,0,1,0,0,0
25723,48,114,1007,488,2,2,48,114,2,48,114,2,48,114,2,48,114,2,48,114,2,48,114,0,1,0,0,1,0
25752,120,41,474,1040,2,2,41,120,2,41,120,2,41,120,2,41,120,2,41,120,2,41,120,1,0,0,0,1,0
25781,120,126,474,459,2,2,120,126,2,120,126,2,120,126,2,120,126,2,120,126,2,120,126,0,0,0,0,0,0
25810,125,68,474,795,2,2,68,125,2,68,125,2,68,125,2,68,125,2,68,125,2,68,125,0,0,1,0,0,1
25839,122,184,454,308,3,3,184,122,3,184,122,3,184,122,3,184,122,3,184,122,3,184,122,0,1,0,0,1,1
25868,9,18,3425,1845,2,2,18,9,2,18,9,2,18,9,2,18,9,2,18,9,2,18,9,1,0,1,1,1,0
25897,54,9,930,3425,2,2,9,54,2,9,54,2,9,54,2,9,54,2,9,54,2,9,54,1,0,1,0,1,0
25926,9,33,3380,1265,2,2,33,9,2,33,9,2,33,9,2,33,9,2,33,9,2,33,9,1,0,1,1,0,1
25955,9,85,3380,646,2,2,9,85,2,9,85,2,9,85,2,9,85,2,9,85,2,9,85,0,1,1,0,1,0
25984,10,145,3290,404,2,2,145,10,2,145,10,2,145,10,2,145,10,2,145,10,2,145,10,1,1,0,1,1,1
26013,10,62,3290,838,2,2,10,62,2,10,62,2,10,62,2,10,62,2,10,62,2,10,62,1,0,1,1,1,0
26042,102,10,575,3290,2,2,10,102,2,10,102,2,10,102,2,10,102,2,10,102,2,10,102,1,0,1,0,1,1
26071,11,3,3200,5500,2,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,2,3,11,1,1,1,1,1,1
26100,24,11,1575,3200,2,2,11,24,2,11,24,2,11,24,2,11,24,2,11,24,2,11,24,1,1,1,1,1,1
26129,11,62,3200,865,2,2,11,62,2,11,62,2,11,62,2,11,62,2,11,62,2,11,62,1,1,0,1,1,0
26158,42,11,1063,3200,2,2,11,42,2,11,42,2,11,42,2,11,42,2,11,42,2,11,42,1,0,1,1,0,0
26187,11,92,3200,618,2,2,11,92,2,11,92,2,11,92,2,11,92,2,11,92,2,11,92,0,0,1,0,1,0
26216,9,34,3570,1225,2,2,34,9,2,34,9,2,34,9,2,34,9,2,34,9,2,34,9,0,1,0,0,1,0
26245,38,9,1175,3490,2,2,38,9,2,38,9,2,38,9,2,38,9,2,38,9,2,38,9,1,1,0,1,0,1
26274,80,9,729,3490,2,2,9,80,2,9,80,2,9,80,2,9,80,2,9,80,2,9,80,1,0,1,0,1,1
26303,9,152,3490,373,2,2,152,9,2,152,9,2,152,9,2,152,9,2,152,9,2,152,9,1,1,1,1,0,1
26332,9,53,3490,920,2,2,9,53,2,9,53,2,9,53,2,9,53,2,9,53,2,9,53,1,1,1,1,1,1
26361,9,55,3490,917,2,2,9,55,2,9,55,2,9,55,2,9,55,2,9,55,2,9,55,1,1,0,1,1,0
26390,9,45,3490,1005,2,2,9,45,2,9,45,2,9,45,2,9,45,2,9,45,2,9,45,1,0,1,1,1,0
26419,68,9,795,3490,2,2,9,68,2,9,68,2,9,68,2,9,68,2,9,68,2,9,68,1,0,0,0,1,1
26448,10,8,3045,3635,3,3,8,10,3,8,10,3,8,10,3,8,10,3,8,10,3,8,10,1,1,1,1,1,1
26477,10,32,3045,1430,3,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,3,10,32,1,1,1,1,1,1
26506,35,10,1254,3045,3,3,10,35,3,10,35,3,10,35,3,10,35,3,10,35,3,10,35,1,1,1,1,1,1
26535,10,98,3045,586,3,3,10,98,3,10,98,3,10,98,3,10,98,3,10,98,3,10,98,1,1,0,1,1,0
26564,104,10,545,3045,3,3,10,104,3,10,104,3,10,104,3,10,104,3,10,104,3,10,104,1,0,1,1,0,1
26593,134,10,424,3045,3,3,10,134,3,10,134,3,10,134,3,10,134,3,10,134,3,10,134,0,0,1,0,1,1
26622,10,6,2980,4450,1,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,1,1,1,1,1
26651,87,10,680,2980,1,1,10,87,1,10,87,1,10,87,1,10,87,1,10,87,1,10,87,1,1,0,1,1,0
26680,10,103,2980,590,1,1,10,103,1,10,103,1,10,103,1,10,103,1,10,103,1,10,103,1,0,1,1,0,0
26709,10,173,2980,327,1,1,10,173,1,10,173,1,10,173,1,10,173,1,10,173,1,10,173,0,1,0,0,1,0
26738,102,10,599,2955,1,1,102,10,1,102,10,1,102,10,1,102,10,1,102,10,1,102,10,1,1,0,1,0,0
26767,10,97,2955,626,1,1,10,97,1,10,97,1,10,97,1,10,97,1,10,97,1,10,97,0,0,1,1,0,0
26796,9,41,3305,1180,1,1,41,9,1,41,9,1,41,9,1,41,9,1,41,9,1,41,9,0,1,1,1,0,1
26825,3,9,5195,3125,1,1,3,9,1,3,9,1,3,9,1,3,9,1,3,9,1,3,9,1,1,1,1,1,0
26854,9,47,3125,1060,1,1,9,47,1,9,47,1,9,47,1,9,47,1,9,47,1,9,47,1,0,1,1,1,0
26883,59,9,920,3125,1,1,9,59,1,9,59,1,9,59,1,9,59,1,9,59,1,9,59,1,0,1,0,1,1
26912,51,9,975,3125,1,1,51,9,1,51,9,1,51,9,1,51,9,1,51,9,1,51,9,1,1,0,1,1,1
26941,112,95,491,597,1,1,112,95,1,112,95,1,112,95,1,112,95,1,112,95,1,112,95,1,1,1,1,1,1
26970,53,95,969,597,1,1,95,53,1,95,53,1,95,53,1,95,53,1,95,53,1,95,53,1,1,1,1,1,1
26999,47,95,997,597,1,1,95,47,1,95,47,1,95,47,1,95,47,1,95,47,1,95,47,1,1,0,1,1,0
27028,95,29,597,1475,1,1,95,29,1,95,29,1,95,29,1,95,29,1,95,29,1,95,29,1,0,0,0,0,1
27057,95,107,597,510,1,1,95,107,1,95,107,1,95,107,1,95,107,1,95,107,1,95,107,0,0,0,0,0,1
27086,101,90,568,642,1,1,101,90,1,101,90,1,101,90,1,101,90,1,101,90,1,101,90,0,1,1,0,0,0
27115,101,31,588,1295,2,2,31,101,2,31,101,2,31,101,2,31,101,2,31,101,2,31,101,0,0,1,0,1,1
27144,100,60,576,870,2,2,60,100,2,60,100,2,60,100,2,60,100,2,60,100,2,60,100,0,1,1,0,1,1
27173,125,6,459,4355,2,2,6,125,2,6,125,2,6,125,2,6,125,2,6,125,2,6,125,1,1,0,1,0,1
27202,125,57,459,920,2,2,125,57,2,125,57,2,125,57,2,125,57,2,125,57,2,125,57,1,0,0,1,0,1
27231,125,74,459,785,2,2,125,74,2,125,74,2,125,74,2,125,74,2,125,74,2,125,74,0,0,0,0,0,0
27260,120,126,474,459,2,2,120,126,2,120,126,2,120,126,2,120,126,2,120,126,2,120,126,0,0,0,0,0,0
27289,8,119,3355,462,1,1,8,119,1,8,119,1,8,119,1,8,119,1,8,119,1,8,119,1,1,1,0,0,0
27318,117,70,485,780,1,1,70,117,1,70,117,1,70,117,1,70,117,1,70,117,1,70,117,0,0,0,0,1,0
27347,20,122,1840,458,1,1,20,122,1,20,122,1,20,122,1,20,122,1,20,122,1,20,122,0,1,0,0,0,0
27376,123,355,452,126,1,1,355,123,1,355,123,1,355,123,1,355,123,1,355,123,1,355,123,0,0,1,0,1,0
27405,147,42,369,1230,2,2,42,147,2,42,147,2,42,147,2,42,147,2,42,147,2,42,147,0,1,1,0,0,0
27434,16,193,2335,275,2,2,16,193,2,16,193,2,16,193,2,16,193,2,16,193,2,16,193,1,1,0,1,1,1
27463,193,100,275,551,2,2,193,100,2,193,100,2,193,100,2,193,100,2,193,100,2,193,100,1,1,0,1,1,0
